Date,CME-MINI S&P 500 INDEX CONT. - SETT. PRICE,CME-MINI S&P 500 INDEX DEC 2023 - SETT. PRICE,Date.1,CALL ISM DEC23 4000 - OPTION DELTA,CALL ISM DEC23 4000 - OPTION GAMMA,CALL ISM DEC23 4000,PUT ISM DEC23 4000 - OPTION DELTA,PUT ISM DEC23 4000 - OPTION GAMMA,PUT ISM DEC23 4000,CALL ISM DEC23 4200 - OPTION DELTA,CALL ISM DEC23 4200 - OPTION GAMMA,CALL ISM DEC23 4200,PUT ISM DEC23 4200 - OPTION DELTA,PUT ISM DEC23 4200 - OPTION GAMMA,PUT ISM DEC23 4200,CALL ISM DEC23 4400 - OPTION DELTA,CALL ISM DEC23 4400 - OPTION GAMMA,CALL ISM DEC23 4400,PUT ISM DEC23 4400 - OPTION DELTA,PUT ISM DEC23 4400 - OPTION GAMMA,PUT ISM DEC23 4400,CALL ISM DEC23 4600 - OPTION DELTA,CALL ISM DEC23 4600 - OPTION GAMMA,CALL ISM DEC23 4600,PUT ISM DEC23 4600 - OPTION DELTA,PUT ISM DEC23 4600 - OPTION GAMMA,PUT ISM DEC23 4600,CALL ISM DEC23 4800 - OPTION DELTA,CALL ISM DEC23 4800 - OPTION GAMMA,CALL ISM DEC23 4800,PUT ISM DEC23 4800 - OPTION DELTA,PUT ISM DEC23 4800 - OPTION GAMMA,PUT ISM DEC23 4800
2022-06-23,3799.75,3899.0,2022-06-23,0.50303,0.00037,371.0,-0.46942,0.00037,468.75,0.42535,0.00038,277.75,-0.54889,0.00039,570.0,0.34714,0.00038,200.5,-0.63134,0.0004,687.25,0.27273,0.00035,139.75,-0.71323,0.00039,821.5,0.20699,0.00032,95.0,-0.7901,0.00037,973.0
2022-06-24,3916.25,4019.0,2022-06-24,0.54702,0.00035,440.25,-0.42508,0.00035,421.75,0.47228,0.00037,337.5,-0.50048,0.00038,513.25,0.39485,0.00038,249.75,-0.5806,0.00039,619.75,0.31847,0.00036,178.5,-0.66217,0.00039,743.25,0.24746,0.00034,123.5,-0.74136,0.00038,884.0
2022-06-27,3903.75,4007.0,2022-06-27,0.54255,0.00035,431.75,-0.42946,0.00035,425.0,0.46748,0.00037,330.75,-0.50533,0.00038,518.0,0.38992,0.00038,244.25,-0.58563,0.00039,626.0,0.31338,0.00036,173.75,-0.6674,0.0004,750.5,0.24263,0.00034,119.75,-0.74693,0.00038,892.0
2022-06-28,3825.5,3938.0,2022-06-28,0.51713,0.00036,390.5,-0.45499,0.00037,450.5,0.43954,0.00038,293.25,-0.53399,0.00039,547.75,0.36069,0.00038,212.5,-0.6167,0.0004,661.25,0.28477,0.00036,148.5,-0.6994,0.0004,792.25,0.21659,0.00032,100.75,-0.7778,0.00038,940.75
2022-06-29,3821.25,3923.0,2022-06-29,0.51225,0.00036,386.0,-0.45979,0.00037,460.75,0.43509,0.00038,290.0,-0.53863,0.00039,558.75,0.35598,0.00038,208.75,-0.62173,0.0004,672.0,0.28,0.00036,145.0,-0.70461,0.0004,803.5,0.21311,0.00032,98.75,-0.78196,0.00037,953.5
2022-06-30,3789.5,3889.0,2022-06-30,0.49951,0.00037,366.0,-0.4733,0.00037,473.5,0.42103,0.00038,272.0,-0.55368,0.0004,574.0,0.34216,0.00038,195.0,-0.637,0.0004,691.5,0.26766,0.00035,135.25,-0.71874,0.00039,827.25,0.2028,0.00031,92.0,-0.79486,0.00037,980.25
2022-07-01,3827.25,3921.0,2022-07-01,0.51068,0.00037,377.75,-0.46261,0.00037,454.5,0.43135,0.00039,280.25,-0.5436,0.0004,551.25,0.3508,0.00038,200.25,-0.62805,0.00041,666.0,0.27417,0.00036,138.25,-0.7114,0.0004,799.5,0.20691,0.00032,93.25,-0.78927,0.00038,950.75
2022-07-04,3827.25,3921.0,2022-07-04,0.51068,0.00037,377.75,-0.46261,0.00037,454.5,0.43135,0.00039,280.25,-0.5436,0.0004,551.25,0.3508,0.00038,200.25,-0.62805,0.00041,666.0,0.27417,0.00036,138.25,-0.7114,0.0004,799.5,0.20691,0.00032,93.25,-0.78927,0.00038,950.75
2022-07-05,3834.0,3924.0,2022-07-05,0.51213,0.00037,380.5,-0.46138,0.00037,454.25,0.43347,0.00038,283.75,-0.54145,0.0004,552.25,0.35293,0.00038,202.75,-0.62567,0.00041,666.0,0.27569,0.00036,139.5,-0.70937,0.0004,798.25,0.20777,0.00032,93.75,-0.78764,0.00038,948.75
2022-07-06,3848.25,3946.0,2022-07-06,0.52014,0.00037,392.5,-0.4529,0.00037,445.0,0.44171,0.00038,293.25,-0.53252,0.00039,540.5,0.36134,0.00038,210.75,-0.61622,0.00041,652.75,0.28369,0.00037,145.75,-0.69983,0.0004,783.25,0.21468,0.00033,98.25,-0.77847,0.00038,932.0
2022-07-07,3905.0,4006.5,2022-07-07,0.54212,0.00036,428.5,-0.43013,0.00036,422.0,0.46569,0.00038,324.75,-0.50721,0.00038,513.0,0.38614,0.00038,236.75,-0.5896,0.0004,619.25,0.30745,0.00037,165.75,-0.67349,0.0004,743.5,0.23539,0.00034,112.5,-0.75444,0.00039,886.0
2022-07-08,3901.25,4008.5,2022-07-08,0.54229,0.00036,426.5,-0.42959,0.00036,418.25,0.46541,0.00038,322.75,-0.50723,0.00039,508.75,0.38523,0.00039,234.5,-0.59022,0.0004,615.0,0.30631,0.00037,164.0,-0.67465,0.0004,739.5,0.23423,0.00034,111.25,-0.75555,0.00039,882.75
2022-07-11,3856.75,3960.0,2022-07-11,0.52513,0.00036,401.25,-0.44714,0.00036,440.25,0.44714,0.00038,300.5,-0.52641,0.00039,533.5,0.36674,0.00038,216.25,-0.61025,0.00041,643.75,0.28906,0.00037,150.25,-0.6943,0.0004,772.75,0.21968,0.00033,101.75,-0.77377,0.00038,920.25
2022-07-12,3823.75,3911.0,2022-07-12,0.50746,0.00037,376.5,-0.46516,0.00037,462.75,0.42889,0.00038,280.0,-0.54534,0.0004,560.75,0.34884,0.00038,200.0,-0.62944,0.00041,675.25,0.27221,0.00036,137.5,-0.71296,0.0004,808.25,0.20484,0.00032,92.25,-0.79139,0.00037,959.25
2022-07-13,3804.5,3897.0,2022-07-13,0.50194,0.00037,369.25,-0.46994,0.00037,469.25,0.42316,0.00038,273.75,-0.5505,0.0004,568.0,0.34291,0.00038,194.5,-0.63468,0.00041,683.75,0.26686,0.00036,133.5,-0.71781,0.0004,818.25,0.20041,0.00032,89.5,-0.7954,0.00037,970.75
2022-07-14,3793.25,3889.0,2022-07-14,0.49836,0.00037,363.5,-0.47305,0.00038,471.25,0.41911,0.00038,268.5,-0.55431,0.0004,570.25,0.33838,0.00038,189.75,-0.6394,0.00041,686.25,0.26215,0.00036,129.5,-0.72349,0.0004,821.25,0.1961,0.00031,86.5,-0.8013,0.00038,975.0
2022-07-15,3865.0,3966.0,2022-07-15,0.52679,0.00036,403.25,-0.44482,0.00036,436.25,0.44867,0.00038,301.75,-0.52409,0.00039,529.0,0.36743,0.00039,216.0,-0.60867,0.00041,637.75,0.28844,0.00037,148.75,-0.69403,0.00041,765.5,0.21819,0.00033,100.0,-0.77452,0.00039,912.75
2022-07-18,3833.75,3934.0,2022-07-18,0.51501,0.00037,385.75,-0.45669,0.00037,449.75,0.43613,0.00038,286.75,-0.53705,0.0004,545.0,0.35454,0.00039,203.5,-0.62231,0.00041,656.5,0.27631,0.00036,139.25,-0.70739,0.0004,787.5,0.20835,0.00032,93.75,-0.78612,0.00038,938.25
2022-07-19,3937.5,4045.0,2022-07-19,0.55542,0.00035,450.25,-0.41624,0.00035,406.5,0.48051,0.00037,345.5,-0.49158,0.00038,496.0,0.40165,0.00038,254.0,-0.57281,0.0004,598.75,0.32262,0.00037,179.25,-0.65656,0.0004,719.0,0.24935,0.00034,122.75,-0.73778,0.00039,858.25
2022-07-20,3962.5,4074.0,2022-07-20,0.56574,0.00034,471.75,-0.40582,0.00034,400.0,0.49145,0.00037,360.75,-0.48039,0.00037,483.0,0.41306,0.00038,266.75,-0.56085,0.00039,583.25,0.33457,0.00037,190.5,-0.64369,0.0004,701.75,0.26087,0.00035,131.75,-0.72481,0.00039,838.5
2022-07-21,4001.25,4112.0,2022-07-21,0.57882,0.00034,493.5,-0.39326,0.00033,384.75,0.50514,0.00037,378.0,-0.46685,0.00037,463.25,0.42678,0.00038,280.75,-0.54688,0.00039,560.25,0.34812,0.00038,202.25,-0.62935,0.0004,676.5,0.27348,0.00035,141.0,-0.71103,0.00039,810.25
2022-07-22,3965.0,4069.0,2022-07-22,0.56457,0.00035,465.75,-0.40841,0.00034,398.75,0.48964,0.00037,355.75,-0.48361,0.00038,483.0,0.41049,0.00038,262.0,-0.56474,0.0004,583.75,0.33137,0.00038,186.25,-0.64799,0.0004,703.0,0.25762,0.00035,128.5,-0.72897,0.00039,840.75
2022-07-25,3970.0,4075.0,2022-07-25,0.56651,0.00034,469.0,-0.40628,0.00034,396.0,0.49149,0.00037,357.5,-0.4815,0.00038,479.0,0.41218,0.00038,263.25,-0.56262,0.0004,579.5,0.33307,0.00038,187.5,-0.6457,0.0004,698.75,0.25939,0.00035,129.75,-0.72638,0.00039,836.5
2022-07-26,3923.25,4027.0,2022-07-26,0.54978,0.00035,441.25,-0.42295,0.00035,415.0,0.47344,0.00038,333.75,-0.4998,0.00038,502.0,0.39369,0.00038,243.75,-0.58195,0.0004,606.5,0.31513,0.00037,172.0,-0.66534,0.0004,729.75,0.24258,0.00034,117.5,-0.74578,0.00039,871.25
2022-07-27,4024.5,4127.0,2022-07-27,0.58412,0.00034,498.75,-0.38866,0.00033,375.25,0.51088,0.00037,385.5,-0.46165,0.00037,456.5,0.43284,0.00038,287.5,-0.54107,0.00039,553.0,0.35335,0.00038,206.5,-0.62406,0.0004,666.75,0.27755,0.00036,143.5,-0.70603,0.00039,799.25
2022-07-28,4073.5,4176.0,2022-07-28,0.60115,0.00033,527.5,-0.37305,0.00033,356.25,0.52896,0.00036,409.0,-0.44473,0.00036,432.5,0.45124,0.00038,307.0,-0.52342,0.00039,525.0,0.37142,0.00038,222.5,-0.60608,0.0004,635.25,0.29393,0.00037,155.5,-0.68894,0.0004,763.5
2022-07-29,4133.5,4237.0,2022-07-29,0.62092,0.00032,565.75,-0.35354,0.00031,335.0,0.55103,0.00035,445.25,-0.42253,0.00035,409.25,0.47497,0.00038,337.75,-0.49907,0.00038,496.25,0.39521,0.00038,246.75,-0.58102,0.0004,600.0,0.31654,0.00037,174.25,-0.66407,0.0004,722.75
2022-08-01,4120.5,4224.0,2022-08-01,0.61662,0.00032,559.75,-0.35773,0.00032,341.75,0.54663,0.00035,440.0,-0.42693,0.00035,416.5,0.47068,0.00037,333.75,-0.50339,0.00038,505.0,0.39125,0.00038,243.75,-0.58498,0.0004,610.0,0.31304,0.00037,172.0,-0.66783,0.0004,733.25
2022-08-02,4093.75,4209.0,2022-08-02,0.61151,0.00032,552.25,-0.36237,0.00032,348.75,0.54131,0.00035,433.0,-0.4319,0.00035,424.25,0.4655,0.00037,328.75,-0.50827,0.00038,514.75,0.38657,0.00038,240.25,-0.58958,0.0004,621.0,0.30864,0.00037,169.0,-0.67244,0.0004,744.75
2022-08-03,4156.25,4267.0,2022-08-03,0.62979,0.00032,586.0,-0.34397,0.00031,326.5,0.56113,0.00035,463.75,-0.41152,0.00035,398.5,0.48613,0.00037,353.75,-0.4868,0.00038,483.0,0.4068,0.00038,259.75,-0.56806,0.0004,583.75,0.32755,0.00038,184.0,-0.65169,0.0004,702.75
2022-08-04,4152.25,4262.0,2022-08-04,0.62848,0.00032,582.75,-0.34567,0.00031,328.25,0.55964,0.00035,461.25,-0.41341,0.00035,401.0,0.48522,0.00037,354.5,-0.48819,0.00037,488.5,0.40693,0.00038,262.0,-0.56855,0.00039,590.5,0.32774,0.00037,185.25,-0.65207,0.0004,708.75
2022-08-05,4146.75,4266.5,2022-08-05,0.6293,0.00032,585.0,-0.3438,0.00031,325.75,0.56052,0.00035,462.25,-0.41144,0.00035,397.5,0.48599,0.00037,355.0,-0.48624,0.00038,484.75,0.40756,0.00038,262.25,-0.5667,0.0004,586.5,0.3283,0.00037,185.5,-0.65023,0.0004,704.75
2022-08-08,4141.75,4261.0,2022-08-08,0.62742,0.00032,583.0,-0.34579,0.00031,329.5,0.55894,0.00035,461.5,-0.41314,0.00034,402.25,0.48476,0.00037,354.0,-0.48766,0.00037,489.0,0.40673,0.00038,262.25,-0.56784,0.00039,591.5,0.32814,0.00037,186.5,-0.65099,0.0004,710.5
2022-08-09,4124.5,4249.0,2022-08-09,0.62376,0.00032,575.25,-0.34938,0.00031,333.5,0.55463,0.00035,454.25,-0.41741,0.00035,406.75,0.47968,0.00037,347.0,-0.49281,0.00038,493.5,0.40098,0.00038,255.25,-0.57376,0.0004,596.25,0.32229,0.00037,180.5,-0.65724,0.0004,716.25
2022-08-10,4210.0,4334.0,2022-08-10,0.65062,0.00031,629.25,-0.32393,0.0003,304.75,0.58415,0.00034,502.0,-0.38889,0.00033,371.75,0.51087,0.00037,387.25,-0.46187,0.00037,451.5,0.43247,0.00038,288.0,-0.54179,0.00039,546.25,0.35221,0.00038,205.75,-0.62582,0.0004,658.5
2022-08-11,4209.75,4334.0,2022-08-11,0.65041,0.0003,631.0,-0.32413,0.00029,306.5,0.58416,0.00034,503.75,-0.38886,0.00033,373.5,0.51116,0.00036,389.0,-0.46156,0.00037,453.25,0.43292,0.00038,289.25,-0.54124,0.00039,547.75,0.35249,0.00038,206.25,-0.62539,0.0004,659.25
2022-08-12,4281.0,4409.0,2022-08-12,0.67236,0.00029,681.5,-0.30271,0.00028,284.0,0.6088,0.00033,549.75,-0.36437,0.00032,347.0,0.53828,0.00036,430.25,-0.43415,0.00036,421.5,0.46188,0.00038,325.0,-0.51128,0.00038,510.5,0.38218,0.00038,236.0,-0.59384,0.0004,615.75
2022-08-15,4298.25,4426.0,2022-08-15,0.67723,0.00029,694.25,-0.29833,0.00028,280.25,0.61446,0.00032,561.0,-0.35917,0.00032,341.5,0.54447,0.00035,439.75,-0.42826,0.00035,414.5,0.46827,0.00038,332.5,-0.50505,0.00038,501.5,0.38838,0.00038,241.75,-0.5876,0.0004,605.0
2022-08-16,4307.75,4436.0,2022-08-16,0.68014,0.00029,700.5,-0.29545,0.00027,276.75,0.61761,0.00032,567.0,-0.35597,0.00031,337.75,0.54789,0.00035,445.0,-0.42469,0.00035,410.0,0.47184,0.00038,336.75,-0.50122,0.00038,496.25,0.39185,0.00038,245.0,-0.58373,0.0004,598.75
2022-08-17,4276.75,4406.0,2022-08-17,0.67098,0.00029,682.0,-0.30393,0.00028,287.5,0.60764,0.00032,550.25,-0.36534,0.00032,350.25,0.53734,0.00035,430.5,-0.43492,0.00035,424.75,0.46108,0.00037,325.0,-0.51191,0.00038,513.5,0.3813,0.00038,235.5,-0.59457,0.0004,618.25
2022-08-18,4286.5,4415.0,2022-08-18,0.67412,0.00029,686.75,-0.30139,0.00028,283.75,0.61091,0.00033,554.0,-0.36259,0.00032,345.25,0.54047,0.00036,432.75,-0.43222,0.00036,418.25,0.46359,0.00038,325.5,-0.50987,0.00039,505.0,0.38239,0.00039,234.0,-0.59387,0.0004,608.0
2022-08-19,4231.5,4359.0,2022-08-19,0.6576,0.0003,649.75,-0.31718,0.00029,301.0,0.59248,0.00033,519.75,-0.38057,0.00033,365.5,0.52023,0.00036,402.0,-0.45241,0.00036,441.75,0.44182,0.00038,298.5,-0.53208,0.00039,532.5,0.35989,0.00039,211.5,-0.61754,0.00041,640.0
2022-08-22,4141.25,4269.0,2022-08-22,0.6302,0.00031,588.75,-0.34339,0.00031,327.5,0.56177,0.00035,465.5,-0.41067,0.00034,398.5,0.48689,0.00037,355.25,-0.48582,0.00038,482.5,0.4071,0.00038,259.75,-0.56767,0.0004,581.5,0.32554,0.00038,180.75,-0.65412,0.00041,697.0
2022-08-23,4130.5,4258.0,2022-08-23,0.62719,0.00032,578.75,-0.3467,0.00031,328.5,0.55793,0.00035,456.25,-0.41485,0.00035,400.0,0.48219,0.00038,346.75,-0.491,0.00038,484.5,0.40162,0.00039,252.25,-0.57395,0.0004,584.25,0.31975,0.00038,174.75,-0.66091,0.00041,701.5
2022-08-24,4142.75,4271.0,2022-08-24,0.63127,0.00032,585.0,-0.34238,0.00031,322.0,0.56216,0.00035,461.75,-0.41027,0.00035,392.75,0.48634,0.00038,350.75,-0.48637,0.00038,476.0,0.40539,0.00039,255.0,-0.56955,0.0004,574.5,0.32271,0.00038,176.25,-0.65736,0.00041,690.25
2022-08-25,4201.0,4330.0,2022-08-25,0.65003,0.00031,621.25,-0.3244,0.0003,301.0,0.58263,0.00034,493.75,-0.39019,0.00034,367.5,0.50811,0.00037,378.5,-0.46447,0.00038,446.5,0.42781,0.00039,278.25,-0.54644,0.0004,540.25,0.34501,0.00039,195.25,-0.63341,0.00041,651.75
2022-08-26,4059.5,4186.0,2022-08-26,0.60372,0.00033,531.75,-0.36915,0.00032,351.25,0.53183,0.00036,414.0,-0.44042,0.00036,427.75,0.45393,0.00038,310.0,-0.51939,0.00039,517.75,0.37231,0.00039,221.75,-0.6043,0.00041,623.75,0.29063,0.00037,150.25,-0.69241,0.00041,747.25
2022-08-29,4031.25,4159.0,2022-08-29,0.59477,0.00034,511.75,-0.37795,0.00033,357.5,0.52145,0.00037,396.0,-0.45084,0.00037,435.75,0.44234,0.00039,294.25,-0.53123,0.0004,528.25,0.35992,0.00039,208.5,-0.61725,0.00041,637.0,0.27908,0.00037,140.75,-0.70515,0.00041,764.25
2022-08-30,3987.5,4110.0,2022-08-30,0.57797,0.00035,481.75,-0.3944,0.00034,375.0,0.50301,0.00037,369.5,-0.46923,0.00038,457.0,0.4226,0.00039,271.25,-0.55149,0.0004,552.75,0.33988,0.00039,189.75,-0.63869,0.00041,665.75,0.26016,0.00036,126.5,-0.72661,0.00041,797.75
2022-08-31,3956.5,4079.0,2022-08-31,0.56689,0.00036,457.75,-0.40546,0.00035,381.0,0.49035,0.00038,349.25,-0.48219,0.00039,466.75,0.40967,0.00039,256.25,-0.56514,0.00041,567.75,0.3282,0.00038,179.75,-0.65158,0.00041,685.75,0.25015,0.00036,119.75,-0.73836,0.0004,821.25
2022-09-01,3985.25,4091.0,2022-09-01,0.57097,0.00035,463.75,-0.40116,0.00035,375.5,0.49504,0.00038,356.25,-0.47724,0.00038,462.0,0.41484,0.00039,262.5,-0.55946,0.00041,562.5,0.33294,0.00039,184.0,-0.64626,0.00041,678.25,0.25484,0.00036,123.25,-0.73301,0.0004,812.75
2022-09-02,3940.5,4045.0,2022-09-02,0.55484,0.00036,438.0,-0.41772,0.00036,394.25,0.47729,0.00038,332.0,-0.49575,0.00039,482.5,0.39583,0.00039,241.25,-0.57992,0.00041,585.75,0.31409,0.00038,167.25,-0.66735,0.00041,706.25,0.23772,0.00035,111.0,-0.75327,0.0004,845.75
2022-09-05,3940.5,4045.0,2022-09-05,0.55484,0.00036,438.0,-0.41772,0.00036,394.25,0.47729,0.00038,332.0,-0.49575,0.00039,482.5,0.39583,0.00039,241.25,-0.57992,0.00041,585.75,0.31409,0.00038,167.25,-0.66735,0.00041,706.25,0.23772,0.00035,111.0,-0.75327,0.0004,845.75
2022-09-06,3926.75,4032.0,2022-09-06,0.54981,0.00037,428.0,-0.42262,0.00036,396.75,0.47151,0.00039,323.25,-0.50153,0.00039,486.25,0.38947,0.0004,233.75,-0.58625,0.00041,591.25,0.30761,0.00038,161.25,-0.67387,0.00042,713.5,0.23189,0.00035,106.75,-0.75945,0.0004,854.75
2022-09-07,3996.75,4102.0,2022-09-07,0.57497,0.00035,468.5,-0.39753,0.00035,369.5,0.49869,0.00038,358.75,-0.47385,0.00038,453.75,0.41772,0.00039,263.5,-0.55687,0.00041,552.5,0.33531,0.00039,184.75,-0.64383,0.00042,668.5,0.25713,0.00036,124.25,-0.73037,0.00041,803.25
2022-09-08,4022.25,4133.0,2022-09-08,0.58587,0.00035,484.25,-0.38681,0.00035,355.25,0.51006,0.00038,372.5,-0.46235,0.00038,437.5,0.42945,0.00039,275.5,-0.54466,0.00041,534.5,0.34684,0.00039,194.5,-0.63148,0.00042,648.0,0.26737,0.00037,131.25,-0.71868,0.00041,780.0
2022-09-09,4085.5,4198.0,2022-09-09,0.60822,0.00034,526.75,-0.36487,0.00033,334.75,0.5349,0.00037,409.75,-0.43748,0.00037,411.75,0.45588,0.00039,307.0,-0.51746,0.0004,503.0,0.37374,0.00039,220.25,-0.60288,0.00041,610.5,0.29269,0.00038,150.75,-0.69045,0.00041,735.75
2022-09-12,4130.0,4243.0,2022-09-12,0.62318,0.00033,555.5,-0.35025,0.00032,320.0,0.55152,0.00036,436.75,-0.4208,0.00036,395.0,0.47424,0.00038,331.5,-0.49863,0.00039,483.75,0.39303,0.00039,240.75,-0.58247,0.00041,587.25,0.31213,0.00038,167.5,-0.669,0.00041,708.5
2022-09-13,3950.25,4066.0,2022-09-13,0.56149,0.00036,448.5,-0.40961,0.00036,384.5,0.48528,0.00038,344.5,-0.48615,0.00039,474.5,0.40592,0.00039,254.75,-0.56776,0.0004,579.0,0.32485,0.00038,178.25,-0.65394,0.00041,697.0,0.24777,0.00035,119.0,-0.74035,0.0004,833.0
2022-09-14,3965.5,4082.0,2022-09-14,0.56702,0.00036,459.0,-0.40363,0.00035,379.75,0.49023,0.00038,348.5,-0.48075,0.00039,462.5,0.40824,0.00039,253.0,-0.5651,0.00041,561.0,0.32577,0.00039,176.25,-0.65302,0.00042,678.5,0.24869,0.00036,118.25,-0.73967,0.00041,815.75
2022-09-15,3919.25,4036.0,2022-09-15,0.55016,0.00036,429.75,-0.4202,0.00036,395.0,0.47327,0.00038,329.0,-0.49783,0.00039,487.5,0.39234,0.00039,239.25,-0.58169,0.00041,591.75,0.31149,0.00038,166.25,-0.66883,0.00041,713.0,0.2359,0.00035,110.5,-0.75491,0.0004,853.0
2022-09-16,3890.0,4007.0,2022-09-16,0.5391,0.00037,410.0,-0.43123,0.00037,403.25,0.45984,0.00039,308.0,-0.51149,0.0004,494.75,0.37821,0.00039,222.75,-0.59669,0.00042,603.25,0.29746,0.00038,153.5,-0.68461,0.00042,728.25,0.22367,0.00034,101.75,-0.77015,0.0004,872.25
2022-09-19,3917.25,4035.0,2022-09-19,0.54918,0.00037,423.25,-0.42109,0.00037,389.25,0.47099,0.00039,322.0,-0.49996,0.0004,481.75,0.38896,0.0004,233.0,-0.58512,0.00042,586.5,0.30733,0.00038,161.0,-0.67314,0.00042,709.0,0.23211,0.00035,107.0,-0.75965,0.00041,850.25
2022-09-20,3872.75,3990.0,2022-09-20,0.53247,0.00038,398.75,-0.43779,0.00038,408.5,0.45377,0.00039,302.0,-0.51769,0.0004,505.25,0.37185,0.00039,217.0,-0.6034,0.00042,614.0,0.29144,0.00038,149.0,-0.69113,0.00042,740.5,0.21872,0.00034,98.75,-0.77642,0.0004,885.75
2022-09-21,3806.25,3928.0,2022-09-21,0.50838,0.00038,363.75,-0.46182,0.00039,433.25,0.42745,0.0004,269.75,-0.54466,0.00041,533.0,0.34494,0.00039,190.75,-0.63209,0.00042,648.0,0.26521,0.00037,128.25,-0.7211,0.00042,780.25,0.19653,0.00032,84.5,-0.80403,0.00039,932.75
2022-09-22,3772.0,3894.0,2022-09-22,0.49388,0.00039,341.0,-0.47628,0.0004,443.75,0.41176,0.0004,250.75,-0.561,0.00042,546.75,0.32872,0.00039,175.25,-0.64965,0.00043,665.5,0.25001,0.00036,116.75,-0.73868,0.00042,802.0,0.18201,0.00032,75.25,-0.82306,0.00039,957.0
2022-09-23,3709.0,3830.0,2022-09-23,0.4683,0.0004,309.75,-0.50218,0.00041,474.0,0.38527,0.0004,224.0,-0.58868,0.00043,582.0,0.30344,0.00039,154.75,-0.67792,0.00043,706.75,0.22818,0.00035,102.5,-0.76523,0.00041,850.0,0.16555,0.0003,66.5,-0.84575,0.00038,1011.25
2022-09-26,3670.0,3790.0,2022-09-26,0.45382,0.0004,295.5,-0.51711,0.00041,498.5,0.37204,0.0004,213.75,-0.60298,0.00042,610.25,0.29174,0.00038,147.25,-0.69098,0.00042,738.25,0.21876,0.00034,97.5,-0.77722,0.00041,884.0,0.15805,0.00029,63.0,-0.857,0.00037,1047.0
2022-09-27,3661.0,3780.0,2022-09-27,0.45101,0.0004,293.75,-0.52043,0.00041,506.5,0.36921,0.0004,211.75,-0.60645,0.00042,618.0,0.28861,0.00038,145.0,-0.69473,0.00042,746.0,0.21563,0.00034,95.5,-0.78127,0.0004,892.0,0.15495,0.00029,61.25,-0.86089,0.00036,1055.5
2022-09-28,3732.0,3845.0,2022-09-28,0.47646,0.00039,323.0,-0.49468,0.0004,473.0,0.39433,0.0004,235.0,-0.57996,0.00042,578.5,0.31255,0.00039,163.25,-0.66824,0.00042,701.0,0.23665,0.00035,108.75,-0.75548,0.00041,841.75,0.17189,0.0003,70.25,-0.83652,0.00038,1000.5
2022-09-29,3654.25,3766.0,2022-09-29,0.44427,0.0004,284.0,-0.52752,0.00041,510.5,0.36138,0.0004,202.75,-0.61461,0.00043,623.25,0.28052,0.00038,137.75,-0.70328,0.00042,753.25,0.20826,0.00034,90.25,-0.78894,0.0004,901.75,0.14859,0.00028,57.5,-0.8677,0.00036,1066.75
2022-09-30,3601.5,3713.0,2022-09-30,0.42069,0.00041,255.25,-0.55233,0.00042,533.25,0.33668,0.0004,178.75,-0.64168,0.00043,650.75,0.2569,0.00037,119.5,-0.73082,0.00043,786.75,0.18763,0.00032,77.25,-0.81544,0.0004,941.0,0.13244,0.00027,49.0,-0.89165,0.00034,1111.0
2022-10-03,3690.25,3803.0,2022-10-03,0.45668,0.00041,293.0,-0.51544,0.00042,483.5,0.37226,0.00041,209.25,-0.6036,0.00043,593.75,0.28974,0.00039,142.5,-0.69346,0.00043,721.75,0.21496,0.00035,93.0,-0.78108,0.00041,868.0,0.15194,0.00029,58.25,-0.86323,0.00037,1031.0
2022-10-04,3803.25,3920.0,2022-10-04,0.50459,0.00039,354.5,-0.46641,0.0004,431.75,0.42201,0.0004,260.25,-0.55111,0.00042,531.25,0.33885,0.0004,183.25,-0.63913,0.00043,648.75,0.2599,0.00037,123.5,-0.72742,0.00042,783.75,0.19002,0.00032,79.75,-0.81166,0.00039,936.75
2022-10-05,3794.0,3911.0,2022-10-05,0.5013,0.00039,351.25,-0.46956,0.00039,437.5,0.41944,0.0004,259.0,-0.55355,0.00042,539.0,0.33647,0.0004,182.0,-0.64158,0.00043,656.25,0.25833,0.00037,123.0,-0.72917,0.00042,792.0,0.18962,0.00032,80.0,-0.81273,0.00039,945.5
2022-10-06,3756.75,3874.0,2022-10-06,0.4875,0.00039,335.5,-0.48362,0.0004,457.5,0.40509,0.0004,244.75,-0.56863,0.00042,560.5,0.32315,0.00039,171.5,-0.65627,0.00042,681.5,0.24674,0.00036,115.5,-0.74277,0.00041,820.75,0.18035,0.00031,75.0,-0.82541,0.00038,976.75
2022-10-07,3653.25,3772.5,2022-10-07,0.44611,0.0004,284.25,-0.5262,0.00041,504.25,0.36255,0.0004,202.5,-0.61377,0.00043,616.75,0.28215,0.00038,138.5,-0.70229,0.00043,747.25,0.21011,0.00034,91.25,-0.78804,0.00041,895.75,0.14977,0.00028,58.0,-0.86732,0.00036,1060.5
2022-10-10,3625.25,3745.0,2022-10-10,0.43556,0.0004,273.25,-0.53727,0.00042,520.0,0.35324,0.0004,195.25,-0.62436,0.00043,635.75,0.27422,0.00037,133.5,-0.71185,0.00042,769.0,0.20449,0.00033,88.5,-0.79582,0.0004,919.75,0.14636,0.00028,56.75,-0.87373,0.00035,1086.0
